SKU,Product Name,Category,Location(s),Average Cost,Total Stock,On Order,Stock Min,Stock Max,Discontinued,hidden carton qty,hidden outer qty,hidden barcode unit,hidden barcode outer,hidden barcode carton
HAYPMRSRAS-PK,Hayati Pro Max+ 6K Prefilled Pod Kit [Red Sour Raspberry / 20mg],Pre-filled Pod Kits,ELECTRA P27-A2  ELECTRA D3-A6,4.41,145,0,5,100,N,160,5,6936329035376,6936329035383,6936329035390
HAYPMRSRAS-PP,Hayati Pro Max+ 6K Prefilled Replacement Pods [Red Sour Raspberry / 20mg],Pre-filled Pods,ELECTRA E17-D6,2.84,145,0,5,100,N,80,5,6936329035406,6936329035413,6936329035420
HAYPMSAKG-PK,Hayati Pro Max+ 6K Prefilled Pod Kit [Sakura Grape / 20mg],Pre-filled Pod Kits,ELECTRA REPLEN D  ELECTRA D3-A7,4.42,160,0,5,100,N,160,5,6936329013619,6936329013671,6936329013732
HAYPMSTG-PK,Hayati Pro Max+ 6K Prefilled Pod Kit [Strawberry GB / 20mg],Pre-filled Pod Kits,ELECTRA E15-D3,4.39,320,0,5,100,N,160,5,6936329027517,6936329027739,6936329028736
HAYPMSTRWGB-PP,Hayati Pro Max+ 6K Prefilled Replacement Pods [Strawberry GB / 20mg],Pre-filled Pods,ELECTRA E17-D7  ELECTRA P11-A2,2.82,640,0,5,100,N,80,5,6936329028958,6936329030272,6936329030494
HAYPMTOBCO10-NS,Hayati Pro Max Nic Salt 10mg [Tobacco / 10mg],E-liquids - Nic Salts,,0.00,0,0,5,100,N,200,10,,,
HAYPMTOBCO20-NS,Hayati Pro Max Nic Salt 20mg [Tobacco / 20mg],E-liquids - Nic Salts,,0.00,0,0,5,100,N,200,10,,,
HAYPMWHPRAS-PP,Hayati Pro Max+ 6K Prefilled Replacement Pods [White Peach Raspberry / 20mg],Pre-filled Pods,ELECTRA E17-D8,2.82,715,0,5,100,N,80,5,6936329028897,6936329030210,6936329030432
HAYPMWPRP-PK,Hayati Pro Max+ 6K Prefilled Pod Kit [White Peach Raspberry / 20mg],Pre-filled Pod Kits,ELECTRA E15-D4  ELECTRA P27-A2,4.39,470,0,5,100,N,160,5,6936329027456,6936329027678,6936329028675
HAYULTREDRZGB-PP,Hayati Pro Ultra+ 25K Prefilled Pods [Red Razz GB - Blue Razz GB / 20mg],Pre-filled Pod Kits,ELECTRA F6-C11,3.80,0,0,5,100,N,60,5,000,6936329024899,6936329024905
HBBARIB-S,HERR'S Baby Back Rib 6oz RRP £5.99 [12 pcs],Non-Vape - Snacks,,31.00,0,142,1,1,N,1,1,00000000000,30072600069245,
HBBSBLBICE-PK,Higo BB Set [Blueberry Ice / 20mg],Pre-filled Pod Kits,ELECTRA A22-E4,3.20,-800,0,5,100,N,200,10,6978915672015,6978915672091,6978915672176
HBBSBRZGB-PK,Higo BB Set [Blue Razz Gum B / 20mg],Pre-filled Pod Kits,ELECTRA A22-E5,3.20,-600,0,5,100,N,200,10,6978915672077,6978915672152,6978915672237
HBBSCHYB-PK,Higo BB Set [Cherry Berries / 20mg],Pre-filled Pod Kits,ELECTRA A22-F1,3.20,-600,0,5,100,N,200,10,6978915672084,6978915672169,6978915672244
HBBSMRBLUE-PK,Higo BB Set [Mr Blue / 20mg],Pre-filled Pod Kits,ELECTRA A22-F2,3.20,-800,0,5,100,N,200,10,6978915672053,6978915672138,6978915672213
HBBSSWBCCBY-PK,Higo BB Set [Strawberry Cherry Cranberry / 20mg],Pre-filled Pod Kits,ELECTRA A22-F3,3.20,-800,0,5,100,N,200,10,6978915672046,6978915672121,6978915672206
HBBSSWBI-PK,Higo BB Set [Strawberry Ice / 20mg],Pre-filled Pod Kits,ELECTRA A22-F4,3.20,10,0,5,100,N,200,10,6978915672039,6978915672114,6978915672190
HBBSSWBWML-PK,Higo BB Set [Strawberry Watermelon / 20mg],Pre-filled Pod Kits,ELECTRA A21-R2  ELECTRA A22-G1,3.20,-600,0,5,100,N,200,10,6978915672022,6978915672107,6978915672183
HBBSTMGPP-PK,Higo BB Set [Triple Mango Pineapple / 20mg],Pre-filled Pod Kits,ELECTRA A22-G2,3.20,-800,0,5,100,N,200,10,6978915672060,6978915672145,6978915672220
HBH-POS,HYOLA Bucket Hat [Bucket Hat],POS,WITTON TRADE E8-F1,0.01,0,0,1,1,N,1,1,00000000000,1234,
HBOBCL-C,Haribo Berry Clouds 142g RRP £2.49 [12 pcs],Non-Vape - Confectionary,ELECTRA Z1-A9  ELECTRA F10-S3  ELECTRA H9-C8  ELECTRA REPLEN A,14.50,50,0,5,100,N,1,1,00000000000,00042238724945,
HBOFRG-C,Haribo Frogs 142g RRP £2.49 [12 pcs],Non-Vape - Confectionary,ELECTRA Z1-A10  ELECTRA F20-S1  ELECTRA H11-B5,14.50,46,0,5,100,N,1,1,00000000000,00042238472549,
HBOFSLD-C,Haribo Fruit Salad 142g RRP £2.49 [12 pcs],Non-Vape - Confectionary,ELECTRA H9-C12  ELECTRA Z1-A11  ELECTRA F20-S1,14.50,48,0,5,100,N,1,1,00000000000,00042238382251,
HBOFTSTMX-C,Haribo Fantastic Mix 142g RRP £2.49 [12 pcs],Non-Vape - Confectionary,ELECTRA Z1-A12  ELECTRA F20-S1  ELECTRA H9-C10,14.50,53,0,5,100,N,1,1,00000000000,00042238723658,
HBOGBR-C,Haribo Gold Bear 142g RRP £2.49 [12 pcs],Non-Vape - Confectionary,ELECTRA H9-C13  ELECTRA Z1-A13  ELECTRA F10-S3,14.50,77,0,5,100,N,1,1,00000000000,00042238302204,
HBOGBRSUR-C,Haribo Gold Bear Sours 142g RRP £2.49 [12 pcs],Non-Vape - Confectionary,ELECTRA Z1-A14  ELECTRA E16-S2  ELECTRA H9-C9  ELECTRA REPLEN A,14.50,53,0,5,100,N,1,1,00000000000,00042238312203,
HBOGBWB-C,Haribo Gold Bear Wild Berry 142g RRP £2.49 [12 pcs],Non-Vape - Confectionary,ELECTRA Z1-A15  ELECTRA E16-S2  ELECTRA H11-B4  ELECTRA REPLEN A,14.50,54,0,5,100,N,1,1,00000000000,00042238726246,
HBOSM-C,Haribo Smurfs 142g RRP £2.49 [12 pcs],Non-Vape - Confectionary,ELECTRA Z1-A16  ELECTRA F20-S1  ELECTRA H9-C6,14.50,43,0,5,100,N,1,1,00000000000,00042238305014,
HBOSMX-C,Haribo Starmix 142g RRP £2.49 [12 pcs],Non-Vape - Confectionary,ELECTRA Z1-A17  ELECTRA F10-S3  ELECTRA H11-B6,14.50,76,0,5,100,N,1,1,00000000000,00042238725348,
HBOTWSN-C,Haribo Twin Snakes 142g RRP £2.49 [12 pcs],Non-Vape - Confectionary,ELECTRA Z1-A18  ELECTRA E16-S2  ELECTRA H9-C11  ELECTRA REPLEN A,14.50,69,0,5,100,N,1,1,00000000000,00042238377547,
HBOWMLN-C,Haribo Watermelon 142g RRP £2.49 [12 pcs],Non-Vape - Confectionary,ELECTRA Z1-B9  ELECTRA E16-S2  ELECTRA H9-C7  ELECTRA REPLEN A,14.50,55,0,5,100,N,1,1,00000000000,00042238723337,
HBSR20-LBPD,HULA Prefilled Pod Kit [Blue Sour Raspberry / 20mg],Pre-filled Pod Kits,ELECTRA F9-D10  ELECTRA F11-S1  ELECTRA F9-R2,3.75,1160,0,82,164,N,120,6,5056318274577,50563182981222,
HBSR20-PP,HULA Prefilled Pod [Blue Sour Raspberry / 20mg],Pre-filled Pods,ELECTRA P10-D2  ELECTRA F3-D1  WITTON TRADE C10-G16,1.90,2497,2800,381,763,N,200,10,5056318265773,50563182652306,50563182829920
HBUFBLCHCU-S,HERR'S Buffalo Blue Cheese Curls 6oz RRP £5.99 [12 pcs],Non-Vape - Snacks,WITTON TRADE D12-A11,31.00,0,128,1,1,N,1,1,00000000000,30072600062314,
HC20-LBPD,HULA Prefilled Pod Kit [Cherry / 20mg],Pre-filled Pod Kits,ELECTRA F9-D9  ELECTRA F11-S3  ELECTRA F9-R2,3.75,2868,0,59,117,N,120,6,5056318264301,50563182703954,50563182866314
HC20-PP,HULA Prefilled Pod [Cherry / 20mg],Pre-filled Pods,ELECTRA P8-D3  ELECTRA F3-D2  WITTON TRADE F5-G7,1.90,981,6400,602,1204,N,200,10,5056318292403,50563182946986,50563182704180
HCAN10-NS,Higo Crystal 10mg Nic Salt [Afternoon / 10mg],E-liquids - Nic Salts,ELECTRA G23-S1  ELECTRA E23-R2  ELECTRA B3-R2  ELECTRA A17-A1  WITTON TRADE D21-L3,0.75,560,0,53,107,N,300,10,6976105804024,6976105808824,
HCAN20-NS,Higo Crystal 20mg Nic Salt [Afternoon / 20mg],E-liquids - Nic Salts,ELECTRA B3-R2  ELECTRA A17-A16  WITTON TRADE F6-D11,0.75,488,0,35,69,N,300,10,6976105804154,6976105808084,
HCAPE10-NS,Higo Crystal 10mg Nic Salt [Apple Peach / 10mg],E-liquids - Nic Salts,ELECTRA F7-S3  ELECTRA B3-R2  ELECTRA A17-A2  WITTON TRADE D19-L9,0.75,658,0,20,40,N,300,10,6976105803973,6976105808770,
HCAPE20-NS,Higo Crystal 20mg Nic Salt [Apple Peach / 20mg],E-liquids - Nic Salts,ELECTRA F7-S3  ELECTRA B3-R2  ELECTRA A17-A17  WITTON TRADE D21-L11,0.75,600,0,20,40,N,300,10,6976105804109,6976105808039,
HCBB-POS,Hyola Cross Body Bags [Cross Body Bags],POS,ELECTRA Z5-B1  WITTON TRADE E8-C1,0.01,495,0,3,7,N,1,1,00000000000,00000000000,
HCBBR10-NS,Higo Crystal 10mg Nic Salt [Blueberry Raspberry / 10mg],E-liquids - Nic Salts,ELECTRA B8-R2  ELECTRA B5-R2  ELECTRA A17-B5  ELECTRA P26-B2  WITTON TRADE C8-B4,0.75,900,0,113,227,N,300,10,6976105802242,6976105807100,
HCBBR20-NS,Higo Crystal 20mg Nic Salt [Blueberry Raspberry / 20mg],E-liquids - Nic Salts,ELECTRA A17-A26  ELECTRA A17-R2  ELECTRA S19-A1  WITTON TRADE C8-G4,0.75,330,0,187,373,N,300,10,6976105801412,6976105806981,6976105807049
HCBCC10-NS,Higo Crystal 10mg Nic Salt [Blueberry Cherry Cranberry / 10mg],E-liquids - Nic Salts,ELECTRA A17-B3  WITTON TRADE F5-F6,0.75,-15,0,120,240,N,300,10,6976105802105,6976105802105,
HCBCC20-NS,Higo Crystal 20mg Nic Salt [Blueberry Cherry Cranberry / 20mg],E-liquids - Nic Salts,ELECTRA A17-A24  WITTON TRADE F5-A4,0.75,54,0,17,33,N,300,10,6976105801276,6976105801276,
HCBF10-NS,Higo Crystal 10mg Nic Salt [Berry Fizz / 10mg],E-liquids - Nic Salts,ELECTRA B3-R2  ELECTRA A17-A4  WITTON TRADE D19-L4,0.75,288,0,53,107,N,300,10,6976105803928,6976105808725,
HCBF20-NS,Higo Crystal 20mg Nic Salt [Berry Fizz / 20mg],E-liquids - Nic Salts,ELECTRA F7-S3  ELECTRA A17-A19  WITTON TRADE D21-L6,0.75,150,0,180,360,N,300,10,6976105804055,6976105807988,
HCBI10-NS,Higo Crystal 10mg Nic Salt [Banana Ice / 10mg],E-liquids - Nic Salts,ELECTRA F7-S3  ELECTRA B3-R2  ELECTRA A17-A3  WITTON TRADE D19-L11,0.75,522,0,57,115,N,300,10,,6976105803997,
HCBI20-NS,Higo Crystal 20mg Nic Salt [Banana Ice / 20mg],E-liquids - Nic Salts,ELECTRA A17-A18  WITTON TRADE D17-D3,0.75,255,0,77,153,N,300,10,6976105804123,6976105808053,
HCBLL10-NS,Higo Crystal 10mg Nic Salt [Blueberry Lemon Lime / 10mg],E-liquids - Nic Salts,ELECTRA A17-B4  WITTON TRADE F5-E3,0.75,276,0,7,13,N,300,10,6976105802228,6976105802228,
HCBLL20-NS,Higo Crystal 20mg Nic Salt [Blueberry Lemon Lime / 20mg],E-liquids - Nic Salts,ELECTRA A17-A25  ELECTRA P26-B2  WITTON TRADE F5-A2,0.75,359,0,27,53,N,300,10,6976105801399,6976105801399,
HCBR10-NS,Higo Crystal 10mg Nic Salt [Blue Raspberry / 10mg],E-liquids - Nic Salts,ELECTRA A17-R2  ELECTRA A17-A5  ELECTRA Q3-A1  WITTON TRADE F5-E1,0.75,759,0,67,133,N,300,10,6976105801993,6976105808473,6976105808596
HCBR20-NS,Higo Crystal 20mg Nic Salt [Blue Raspberry / 20mg],E-liquids - Nic Salts,ELECTRA B3-R2  ELECTRA A17-A20  WITTON TRADE F5-A7,0.75,470,0,200,400,N,300,10,6976105801160,6976105807612,
HCBRC10-NS,Higo Crystal 10mg Nic Salt [Blueberry Raspberry Cherry / 10mg],E-liquids - Nic Salts,ELECTRA A17-B6  ELECTRA P26-B2  ELECTRA P14-C3  WITTON TRADE D19-L2,0.75,587,0,60,120,N,300,10,6976105802198,6976105802198,
HCBRC20-NS,Higo Crystal 20mg Nic Salt [Blueberry Raspberry Cherry / 20mg],E-liquids - Nic Salts,ELECTRA A17-A27  ELECTRA C16-S2  ELECTRA P14-C3  WITTON TRADE F5-B2,0.75,435,0,113,227,N,300,10,6976105801368,6976105807728,
HCBRL10-NS,Higo Crystal 10mg Nic Salt [Blue Razz Lemonade / 10mg],E-liquids - Nic Salts,ELECTRA B3-R2  ELECTRA A17-A8  WITTON TRADE F5-F7,0.75,249,0,153,307,N,300,10,6976105802044,6976105808527,
HCBRL20-NS,Higo Crystal 20mg Nic Salt [Blue Razz Lemonade / 20mg],E-liquids - Nic Salts,ELECTRA A17-A23  ELECTRA P26-B2  WITTON TRADE F5-C5,0.75,319,0,93,187,N,300,10,6976105801214,6976105807667,
HCBRZC10-NS,Higo Crystal 10mg Nic Salt [Blue Razz Cherry / 10mg],E-liquids - Nic Salts,ELECTRA B3-R2  ELECTRA A17-A6  WITTON TRADE D21-L1,0.75,429,0,67,133,N,300,10,,6976105804000,
HCBRZC20-NS,Higo Crystal 20mg Nic Salt [Blue Razz Cherry / 20mg],E-liquids - Nic Salts,ELECTRA A17-A21  ELECTRA B3-R2  WITTON TRADE D17-D8,0.75,444,0,84,168,N,300,10,6976105804130,6976105808060,
HCBRZGU10-NS,Higo Crystal 10mg Nic Salt [Blue Razz Gummy / 10mg],E-liquids - Nic Salts,ELECTRA B3-R2  ELECTRA A17-A7  WITTON TRADE C8-C4,0.75,286,0,87,173,N,300,10,6976105802228,6976105807087,
HCBRZGU20-NS,Higo Crystal 20mg Nic Salt [Blue Razz Gummy / 20mg],E-liquids - Nic Salts,ELECTRA A17-A22  WITTON TRADE C10-F5,0.75,169,0,180,360,N,300,10,6976105801399,6976105806967,
HCBSR10-NS,Higo Crystal 10mg Nic Salt [Blueberry Sour Raspberry / 10mg],E-liquids - Nic Salts,ELECTRA A17-B7  WITTON TRADE F5-F8,0.75,198,0,227,453,N,300,10,6976105802020,6976105808503,
HCBSR20-NS,Higo Crystal 20mg Nic Salt [Blueberry Sour Raspberry / 20mg],E-liquids - Nic Salts,ELECTRA A17-A28  ELECTRA P26-B2  WITTON TRADE F5-B5,0.75,277,0,247,493,N,300,10,6976105801191,6976105807643,
HCCI10-NS,Higo Crystal 10mg Nic Salt [Cherry Ice / 10mg],E-liquids - Nic Salts,ELECTRA A17-B8  WITTON TRADE F5-F2,0.75,189,0,80,160,N,300,10,6976105802068,6976105808251,
HCCI20-NS,Higo Crystal 20mg Nic Salt [Cherry Ice / 20mg],E-liquids - Nic Salts,ELECTRA A17-A29  ELECTRA P26-B2  WITTON TRADE F5-A1,0.75,375,0,207,413,N,300,10,6976105801238,6976105807513,
HCCOI10-NS,Higo Crystal 10mg Nic Salt [Cola Ice / 10mg],E-liquids - Nic Salts,ELECTRA E23-R2  ELECTRA B3-R2  ELECTRA B9-B1  WITTON TRADE D19-L3,0.75,509,0,47,93,N,300,5,6976105803911,6976105808718,
HCCOI20-NS,Higo Crystal 20mg Nic Salt [Cola Ice / 20mg],E-liquids - Nic Salts,ELECTRA A17-A30  WITTON TRADE D21-L5,0.75,169,0,116,232,N,300,10,6976105804048,6976105807971,
HCDM10-NS,Higo Crystal 10mg Nic Salt [Double Mango / 10mg],E-liquids - Nic Salts,ELECTRA B15-R2  ELECTRA P14-C3  ELECTRA B9-B2  WITTON TRADE C8-D4,0.75,778,0,27,53,N,300,10,,6976105807094,
HCDM20-NS,Higo Crystal 20mg Nic Salt [Double Mango / 20mg],E-liquids - Nic Salts,ELECTRA A17-A31  ELECTRA A17-R1  ELECTRA P14-C3  WITTON TRADE C10-F6,0.75,632,0,42,84,N,300,10,,6976105806974,
HCFC10-NS,Higo Crystal 10mg Nic Salt [Fizzy Cherry / 10mg],E-liquids - Nic Salts,ELECTRA B9-B3  WITTON TRADE C8-E2,0.75,319,0,47,93,N,300,10,6976105802259,6976105807117,
HCFC20-NS,Higo Crystal 20mg Nic Salt [Fizzy Cherry / 20mg],E-liquids - Nic Salts,ELECTRA B3-R2  ELECTRA A17-B9  WITTON TRADE C10-F16,0.75,320,0,90,180,N,300,10,6976105801429,6976105806998,
HCFCC10-NS,Higo Crystal 10mg Nic Salt [Fizzy Cherry Cola / 10mg],E-liquids - Nic Salts,ELECTRA P26-B2  ELECTRA B9-B4  WITTON TRADE F5-E9,0.75,279,0,40,80,N,300,10,6976105802006,6976105802006,
HCFCC20-NS,Higo Crystal 20mg Nic Salt [Fizzy Cherry Cola / 20mg],E-liquids - Nic Salts,ELECTRA A17-B10  WITTON TRADE F5-B3,0.75,212,0,123,247,N,300,10,6976105801177,6976105807629,
HCFG10-NS,Higo Crystal 10mg Nic Salt [Fruit Gum / 10mg],E-liquids - Nic Salts,ELECTRA B9-B5  WITTON TRADE F5-E4,0.75,187,0,213,427,N,300,10,6976105802167,6976105802167,
HCFG20-NS,Higo Crystal 20mg Nic Salt [Fruit Gum / 20mg],E-liquids - Nic Salts,ELECTRA A17-B11  WITTON TRADE F5-C6,0.75,224,0,321,641,N,300,10,6976105801337,6976105807582,69761058078734
HCGGRA10-NS,Higo Crystal 10mg Nic Salt [Green Grape / 10mg],E-liquids - Nic Salts,ELECTRA E20-S1  ELECTRA B3-R2  ELECTRA B9-B7  WITTON TRADE D19-L8,0.75,669,0,27,53,N,300,10,6976105803966,6976105808763,
HCGGRA20-NS,Higo Crystal 20mg Nic Salt [Green Grape / 20mg],E-liquids - Nic Salts,ELECTRA F7-S3  ELECTRA B3-R2  ELECTRA A17-B13  WITTON TRADE D21-L10,0.75,639,0,14,28,N,300,10,6976105804093,6976105808022,
HCGRA10-NS,Higo Crystal 10mg Nic Salt [Grape / 10mg],E-liquids - Nic Salts,ELECTRA B9-B6  WITTON TRADE D19-L6,0.75,270,0,127,253,N,300,10,6976105803942,6976105808749,
HCGRA20-NS,Higo Crystal 20mg Nic Salt [Grape / 20mg],E-liquids - Nic Salts,ELECTRA A17-B12  WITTON TRADE D21-L8,0.75,18,0,81,161,N,300,10,6976105804079,6976105808008,
HCHH10-NS,Higo Crystal 10mg Nic Salt [Huba Huba / 10mg],E-liquids - Nic Salts,ELECTRA B9-B8  WITTON TRADE F5-E5,0.75,20,0,853,1707,N,300,10,6976105802174,6976105808336,
HCHH20-NS,Higo Crystal 20mg Nic Salt [Huba Huba / 20mg],E-liquids - Nic Salts,ELECTRA A17-B14  ELECTRA S19-A1  WITTON TRADE F5-C7,0.75,1724,0,1011,2021,N,300,10,6976105801344,6976105807599,6976105807827
HCIB10-NS,Higo Crystal 10mg Nic Salt [Ice Blue / 10mg],E-liquids - Nic Salts,ELECTRA B9-B9  WITTON TRADE F5-E6,0.75,59,0,13,27,N,300,10,6976105802181,6976105802181,
HCIB20-NS,Higo Crystal 20mg Nic Salt [Ice Blue / 20mg],E-liquids - Nic Salts,ELECTRA A17-B15  WITTON TRADE F5-C8,0.75,213,0,77,155,N,300,10,6976105801351,6976105807711,
HCKPG10-NS,Higo Crystal 10mg Nic Salt [Kiwi Passionfruit Guava / 10mg],E-liquids - Nic Salts,ELECTRA B3-R2  ELECTRA B9-B10  WITTON TRADE D19-L7,0.75,499,0,80,160,N,300,10,6976105803959,6976105808756,
HCKPG20-NS,Higo Crystal 20mg Nic Salt [Kiwi Passionfruit Guava / 20mg],E-liquids - Nic Salts,ELECTRA F7-S3  ELECTRA B3-R2  ELECTRA A17-R1  ELECTRA A17-B16  WITTON TRADE D21-L9,0.75,521,0,20,40,N,300,10,6976105804086,6976105808015,
HCLL10-NS,Higo Crystal 10mg Nic Salt [Lemon Lime / 10mg],E-liquids - Nic Salts,ELECTRA E23-R2  ELECTRA B9-B11  WITTON TRADE F5-E2,0.75,199,0,153,307,N,300,10,6976105802075,6976105802075,
HCLL20-NS,Higo Crystal 20mg Nic Salt [Lemon Lime / 20mg],E-liquids - Nic Salts,ELECTRA B3-R2  ELECTRA A17-B17  WITTON TRADE F5-B6,0.75,598,0,247,495,N,300,10,6976105801245,6976105807681,
HCM10-NS,Higo Crystal 10mg Nic Salt [Menthol / 10mg],E-liquids - Nic Salts,ELECTRA B9-B13  ELECTRA P26-B2  WITTON TRADE D19-L1,0.75,345,0,200,400,N,300,10,6976105802112,6976105808565,
HCM20-NS,Higo Crystal 20mg Nic Salt [Menthol / 20mg],E-liquids - Nic Salts,ELECTRA B3-R2  ELECTRA A17-B19  ELECTRA P26-B2  WITTON TRADE F5-A5,0.75,480,0,321,641,N,300,10,6976105801283,6976105807704,
HCMB10-NS,Higo Crystal 10mg Nic Salt [Mixed Berries / 10mg],E-liquids - Nic Salts,ELECTRA B9-B15  WITTON TRADE F5-E7,0.75,135,0,310,620,N,300,10,6976105802136,6976105808299,
HCMB20-NS,Higo Crystal 20mg Nic Salt [Mixed Berries / 20mg],E-liquids - Nic Salts,ELECTRA A17-B21  WITTON TRADE F5-B9,0.75,40,0,393,787,N,300,10,6976105801306,6976105807551,
HCMLL10-NS,Higo Crystal 10mg Nic Salt [Mango Lemon Lime / 10mg],E-liquids - Nic Salts,ELECTRA B9-B12  ELECTRA A17-R1  ELECTRA P14-C3  WITTON TRADE F5-E8,0.75,428,0,7,13,N,300,10,6976105802266,6976105802266,
HCMLL20-NS,Higo Crystal 20mg Nic Salt [Mango Lemon Lime / 20mg],E-liquids - Nic Salts,ELECTRA A17-R1  ELECTRA A17-B18  WITTON TRADE F5-A9,0.75,2128,0,7,13,N,300,10,6976105801436,6976105801436,
HCMRB10-NS,Higo Crystal 10mg Nic Salt [Mr Blue / 10mg],E-liquids - Nic Salts,ELECTRA B9-B16  ELECTRA B15-R2  ELECTRA P14-C3  WITTON TRADE C8-E4,0.75,408,0,73,147,N,300,10,6976105802266,6976105807124,
HCMRB20-NS,Higo Crystal 20mg Nic Salt [Mr Blue / 20mg],E-liquids - Nic Salts,ELECTRA A17-B22  ELECTRA P14-C3  WITTON TRADE C10-G8,0.75,409,0,60,120,N,300,10,6976105801436,6976105807001,
HCMSB10-NS,Higo Crystal 10mg Nic Salt [Miss Blue / 10mg],E-liquids - Nic Salts,ELECTRA B9-B14  ELECTRA F7-S3  ELECTRA B3-R2  WITTON TRADE D21-L2,0.75,458,0,73,147,N,300,10,6976105804017,6976105808817,
HCMSB20-NS,Higo Crystal 20mg Nic Salt [Miss Blue / 20mg],E-liquids - Nic Salts,ELECTRA A17-B20  WITTON TRADE D17-D9,0.75,140,0,100,200,N,300,10,6976105804147,6976105808077,
HCO20-LBPD,HULA Prefilled Pod Kit [Cola / 20mg],Pre-filled Pod Kits,ELECTRA F9-D8  ELECTRA F11-S2  ELECTRA F11-R2  ELECTRA F11-R1  ELECTRA F9-R2,3.75,2663,0,94,188,N,120,6,5056318297699,50563182942612,
HCO20-PP,HULA Prefilled Pod [Cola / 20mg],Pre-filled Pods,ELECTRA P10-D2  ELECTRA F3-D3  WITTON TRADE F6-C9,1.90,2600,4600,260,520,N,200,10,5056318297187,50563182999388,50563182836232
HCOA10-NS,Higo Crystal 10mg Nic Salt [Oasis / 10mg],E-liquids - Nic Salts,ELECTRA A17-D21  ELECTRA A17-R1  ELECTRA P14-C3  WITTON TRADE C8-F4,0.75,569,0,20,40,N,300,10,6976105802211,6976105807070,
HCOA20-NS,Higo Crystal 20mg Nic Salt [Oasis / 20mg],E-liquids - Nic Salts,ELECTRA A17-B23  ELECTRA P14-C3  WITTON TRADE C10-G9,0.75,399,0,40,80,N,300,10,0000000000000,0000000000000,
HCOLA10-NS,Higo Crystal 10mg Nic Salt [Orange Lemonade / 10mg],E-liquids - Nic Salts,ELECTRA A17-D22  ELECTRA B3-R2  WITTON TRADE D19-L5,0.75,419,0,73,147,N,300,10,6976105803935,6976105808732,
HCOLA20-NS,Higo Crystal 20mg Nic Salt [Orange Lemonade / 20mg],E-liquids - Nic Salts,ELECTRA A17-B24  ELECTRA G23-S1  WITTON TRADE D21-L7,0.75,227,0,101,201,N,300,10,6976105804062,6976105807995,
HCPB10-NS,Higo Crystal 10mg Nic Salt [Pro Blue / 10mg],E-liquids - Nic Salts,ELECTRA A17-D26  ELECTRA B3-R2  WITTON TRADE F5-D9,0.75,1912,0,67,133,N,300,10,6976105802082,6976105802082,
HCPB20-NS,Higo Crystal 20mg Nic Salt [Pro Blue / 20mg],E-liquids - Nic Salts,ELECTRA C24-F4,0.75,227,0,69,137,N,300,10,6976105801252,6976105807698,
HCPFLL10-NS,Higo Crystal 10mg Nic Salt [Passion Fruit Lemon Lime / 10mg],E-liquids - Nic Salts,ELECTRA A17-D23  WITTON TRADE C8-G2,0.75,189,0,27,55,N,300,10,6976105802259,6976105802259,
HCPFLL20-NS,Higo Crystal 20mg Nic Salt [Passion Fruit Lemon Lime / 20mg],E-liquids - Nic Salts,ELECTRA P14-C3  ELECTRA B9-A1  WITTON TRADE F5-D2,0.75,138,0,87,175,N,300,10,,6976105801429,
HCPI10-NS,Higo Crystal 10mg Nic Salt [Pineapple Ice / 10mg],E-liquids - Nic Salts,ELECTRA A17-D24  ELECTRA P26-B2  WITTON TRADE D15-F13,0.75,398,0,93,187,N,300,10,6976105802143,6976105808305,
HCPI20-NS,Higo Crystal 20mg Nic Salt [Pineapple Ice / 20mg],E-liquids - Nic Salts,ELECTRA B9-A2  WITTON TRADE F5-A8,0.75,244,0,126,252,N,300,10,6976105801313,6976105807568,
HCPL10-NS,Higo Crystal 10mg Nic Salt [Pink Lemonade / 10mg],E-liquids - Nic Salts,ELECTRA A17-D25  ELECTRA B3-R2  WITTON TRADE F5-G2,0.75,333,0,53,107,N,300,10,6976105802099,6976105808268,
HCPL20-NS,Higo Crystal 20mg Nic Salt [Pink Lemonade / 20mg],E-liquids - Nic Salts,ELECTRA T25-A3  ELECTRA B9-A3  WITTON TRADE F5-A6,0.75,418,0,131,263,N,300,10,6976105801269,6976105807520,6976105807766
HCRAAHA-S,HERR'S Creamy Ranch & Habanero 6oz RRP £5.99 [12 pcs],Non-Vape - Snacks,,31.00,0,109,1,1,N,1,1,00000000000,30072600069252,
HCRAI10-NS,Higo Crystal 10mg Nic Salt [Red Apple Ice / 10mg],E-liquids - Nic Salts,ELECTRA A17-D29  ELECTRA B3-R2  WITTON TRADE F5-F5,0.75,1239,0,25,51,N,300,10,6976105802129,6976105802129,
HCRAI20-NS,Higo Crystal 20mg Nic Salt [Red Apple Ice / 20mg],E-liquids - Nic Salts,ELECTRA P26-B2  ELECTRA B9-A7  WITTON TRADE F5-B8,0.75,260,0,53,107,N,300,10,6976105801290,69761058012906,
HCRC10-NS,Higo Crystal 10mg Nic Salt [Rainbow Candy / 10mg],E-liquids - Nic Salts,ELECTRA A17-D27  WITTON TRADE F5-F4,0.75,122,0,273,547,N,300,10,6976105802051,6976105808534,
HCRC20-NS,Higo Crystal 20mg Nic Salt [Rainbow Candy / 20mg],E-liquids - Nic Salts,ELECTRA B9-R1  ELECTRA B9-A5  WITTON TRADE F5-B1,0.75,170,0,420,840,N,300,10,6976105801221,6976105807674,6976105807919
